id,name,nicknames,games,points_avg,total_rebounds,assists,fg_percent,field_goals,per,win_shares
5844,George Scott Lewis Jr.,,2,0.5,0.0,0.5,-,-,14.6,0.0
5845,Marcus Liberty,,267,7.3,3.5,0.9,41.7,34.0,12.2,4.0
5846,Todd Samuel Lichti,,237,7.9,2.1,1.4,46.0,24.4,12.2,5.6
5847,DeAndre Desmond Liggins,,177,2.0,1.4,0.7,40.2,35.2,7.3,1.6
5848,William N. Ligon,,38,3.3,0.7,0.7,38.5,64.0,11.8,-0.2
5849,James Thomas Ligon,,434,12.8,10.9,2.1,48.7,12.5,15.9,36.1
5850,Damian Lamonte Ollie Lillard,"
(Dame, Dame Time, Big Game Dame, Sub Zero, Logo Lillard, Dame D.O.L.L.A.)
",769,25.2,4.2,6.7,43.9,37.2,22.5,103.1
5851,Jeremy Shu-How Lin,"
(Linsanity)
",480,11.6,2.8,4.3,43.3,34.2,15.3,23.5
5852,Steven Rodney Lingenfelter,,10,1.0,1.6,0.5,71.4,-,3.1,0.0
5853,Alton Lavelle Lister,,953,6.6,6.3,1.0,51.2,11.1,12.9,36.6
5854,Nassir Shamai Little,,192,6.0,3.2,0.8,45.1,33.5,11.5,4.0
5855,Samuel Ray Little,,3,1.7,0.3,0.7,50.0,0.0,10.3,0.0
5856,Eugene Scape Littles,,450,9.0,3.3,3.0,47.6,24.0,13.5,23.4
5857,Isaiah Maurice Livers,,71,6.6,2.8,0.9,42.6,37.8,9.0,1.7
5858,Randy Anthony Livingston,,203,3.8,1.4,2.0,40.6,35.1,10.0,2.3
5859,Shaun Livingston,"
(S Dot)
",833,6.3,2.4,3.0,48.6,17.8,12.5,29.9
5860,George Ronald Livingstone,,117,6.3,4.7,1.9,28.6,69.2,-,2.4
5861,Horacio Llamas Grey,,28,2.1,1.3,0.2,46.9,33.3,10.0,0.0
5863,Charles P. Lloyd Jr.,,14,4.7,1.8,0.4,45.1,-,17.4,0.2
5864,Earl Francis Lloyd,,560,8.4,6.4,1.4,35.6,75.0,10.7,19.1
5865,Lewis Kevin Lloyd,,388,13.2,3.1,2.9,52.4,21.3,16.4,19.8
5866,Scott G. Lloyd,,372,4.6,3.0,1.0,42.5,28.6,8.5,2.5
5867,Reinhold D. Lochmann,,170,4.3,2.7,0.8,40.5,31.3,9.5,0.6
5868,Robert Lee Lochmueller,,62,3.7,2.6,0.8,32.2,60.7,9.0,0.5
5869,Robert Alan Lock,,20,1.5,1.6,0.2,28.1,-,5.3,-0.2
5870,Darrell Lockhart,,2,2.0,1.5,0.0,100.0,-,1.6,0.0
5871,Ian DeWitt Lockhart,,1,4.0,0.0,0.0,100.0,-,76.3,0.0
5872,Kevin Allen Loder,,148,5.9,2.3,1.2,46.1,26.1,11.9,2.4
5873,Donald James Lofgran,,209,6.1,3.9,1.0,32.9,69.2,11.7,3.0
5874,Kenneth Wayne Lofton Jr.,"
(Junior)
",24,5.0,2.1,0.8,52.7,35.3,20.2,0.5
5875,Zach Lofton,,1,0.0,0.0,0.0,0.0,0.0,-10.0,0.0
5876,Henry Lee Logan,,108,11.6,3.5,2.3,46.6,14.3,13.7,5.6
5877,John Arnold Logan,,258,12.4,4.5,3.0,31.2,76.7,-,27.8
5878,Brad Allen Lohaus,,656,5.9,2.8,1.1,44.0,36.1,12.3,15.2
5879,Arthur Donnell Long,,98,3.5,3.3,0.5,45.8,66.7,9.7,0.9
5880,Grant Andrew Long,"
(The Take Charge Man, The Human Vitamin, G, G. Long)
",1003,9.5,6.1,1.7,46.7,28.3,13.3,60.1
5881,John Eddie Long,,893,13.6,2.8,1.9,46.7,32.2,14.2,32.0
5882,Paul Richard Long,,80,3.9,0.8,0.8,42.9,-,14.7,0.8
5883,Shawn Long,,18,8.2,4.7,0.7,56.0,36.8,24.1,0.9
5884,Willie Long,,213,11.4,6.0,1.0,42.1,0.0,12.9,6.9
5885,Lucien James Longley,,567,7.2,4.9,1.5,46.2,0.0,11.8,17.5
5886,Kevon Grant Looney,,449,5.1,5.6,1.6,58.2,16.9,15.5,29.1
5887,Brook Robert Lopez,"
(Splash Mountain, Bropez)
",946,16.4,6.3,1.4,49.7,34.6,19.2,79.4
5888,Luis Felipe López,,249,5.8,2.4,1.0,43.2,32.7,11.5,3.1
5889,Raül López,,113,6.5,1.7,3.8,42.9,34.6,12.2,2.1
5890,Robin Byron Lopez,"
(RoLo)
",976,8.5,4.8,0.8,53.7,29.9,15.9,49.6
5891,Ryan Lorthridge,,37,7.4,1.9,2.7,47.5,21.4,12.9,0.4
5892,James Loscutoff Jr.,,511,6.2,5.6,0.7,34.5,65.3,8.3,3.4
5893,Plummer E. Lott,,67,2.2,1.8,0.6,29.4,58.3,4.1,-1.3
5894,Kevin Michael Loughery,"
(Murph, Lock)
",755,15.3,3.0,3.7,41.3,80.3,13.7,29.8
5895,Marcos Henrique Louzada Silva,,12,3.6,1.7,0.7,32.6,35.5,4.2,-0.1
5896,Robert Earl Love,"
(Butterbean, Bean)
",789,17.6,5.9,1.4,42.9,80.5,14.9,50.4
5897,Kevin Wesley Love,,874,16.9,10.4,2.3,43.9,37.0,20.9,91.2
5898,Stanley S. Love,,239,6.6,3.9,0.8,44.0,-,13.2,5.6
5899,Clyde Lovellette,,704,17.0,9.5,1.6,44.3,75.7,21.7,70.6
5900,Sidney Rochell Lowe,,193,2.9,1.7,3.9,36.7,13.3,10.4,3.9
5901,Charles P. Lowery,,20,2.3,1.0,0.7,44.7,61.1,10.5,0.2
5902,Kyle Terrell Lowry,"
(Mr. Raptor, KLow, G.R.O.A.T., North Philly's Finest, KLOE, Bulldog)
",1078,14.6,4.4,6.3,42.4,36.7,17.8,108.1
5903,Jordan Loyd,,12,2.4,0.8,0.5,44.4,50.0,16.3,0.2
5904,Albert Thomas Lucas,,2,1.0,-,1.0,33.3,-,-,0.0
5905,Jerry Ray Lucas,"
(Luke, Mr. Memory, Dr. Memory, The Computer)
",829,17.0,15.6,3.3,49.9,78.3,18.9,98.4
5906,John Harding Lucas Jr.,,928,10.7,2.3,7.0,44.9,30.3,15.9,53.7
5907,Kalin Jay Lucas,,2,1.0,1.5,0.5,0.0,0.0,8.0,0.0
5908,Maurice D. Lucas,"
(Luke, Mo, The Enforcer)
",1021,14.6,9.1,2.4,47.1,14.3,16.2,69.0
5909,John Harding Lucas III,,242,4.7,1.0,1.5,38.3,34.4,11.8,3.4
5910,Theodore R. Luckenbill,,87,2.3,1.9,0.4,36.7,60.4,8.4,0.4
5911,Tyronn Jamar Lue,,554,8.5,1.7,3.1,43.7,39.1,13.2,19.7
5912,James Anthony Luisi,,31,2.9,0.8,1.1,32.6,65.9,7.7,0.0
5913,Aloysius R. Lujack,,5,0.8,-,0.0,12.5,40.0,-,0.0
5914,Phil Lumpkin,,82,3.3,1.0,2.7,42.4,81.2,10.5,0.7
5915,Raymond G. Lumpp,,300,8.2,2.2,2.2,36.6,76.7,12.7,15.5
5916,Gabriel Ifeanyi Lundberg,,4,3.3,1.8,2.8,26.3,37.5,7.7,0.0
5917,Timothé Luwawu-Cabarrot,,328,5.9,2.0,0.9,39.1,33.5,8.6,4.7
5918,Tyler Robert Lydon,,26,0.9,0.7,0.2,50.0,40.0,9.1,0.2
5919,Trey Anthony Lyles,"
(TreyMamba)
",523,7.8,4.3,1.0,44.3,34.2,13.7,17.0
5920,Robert Bracey Lynam,,7,2.4,0.7,0.0,29.4,0.0,-0.2,0.0
5921,George DeWitt Lynch III,,774,6.6,5.0,1.4,44.6,30.6,12.8,32.3
5922,Kevin Joseph Lynch,,95,3.3,1.3,1.1,43.6,33.3,7.7,0.4
5923,Lonnie Lynn,,52,5.0,5.0,0.8,40.7,0.0,9.1,0.1
5924,Michael Edward Lynn,,49,2.6,1.4,0.6,32.9,66.7,4.5,-0.3
5925,Sheldon Mac,,30,3.0,1.1,0.5,40.0,23.3,10.1,0.5
5926,Todd Carlyle MacCulloch,,223,6.1,4.0,0.5,54.1,-,16.9,11.9
5927,Ronald Gordon MacGilvray,,6,1.3,1.5,1.8,16.7,57.1,8.1,-0.1
5928,Donald James MacLean,,319,10.9,3.8,1.3,45.5,28.4,15.1,9.4
5929,Michael Emilius Macaluso,,30,1.6,0.8,0.1,43.2,58.8,10.2,0.0
5930,Charles Edward Macauley Jr.,,641,17.5,7.5,3.2,43.6,76.1,20.5,100.4
5931,Scott Michael Machado,,10,1.8,0.1,0.9,58.3,50.0,13.7,0.0
5932,Arvydas Macijauskas,,19,2.3,0.5,0.3,34.1,25.0,8.3,0.0
5933,Oliver Mack,,128,7.2,2.5,1.8,45.8,0.0,12.0,2.5
5934,Sam Mack,,259,7.8,2.1,1.3,40.0,37.4,12.2,7.4
5935,Shelvin Bernard Mack,,456,6.6,2.0,3.1,42.3,33.0,12.3,10.3
5936,Malcolm Malik Mackey,,22,1.5,1.1,0.0,37.8,0.0,12.6,0.1
5937,Durand Macklin,,160,6.4,2.9,0.8,44.9,0.0,10.0,3.2
5938,Vernon Leon Macklin,,23,2.0,1.5,0.2,54.3,-,18.2,0.5
5939,John Andrew Macknowski,,117,7.0,1.9,1.1,31.7,72.7,-,2.7
5940,Daryl Macon Jr.,,12,2.7,1.0,0.7,36.7,46.2,4.3,-0.1
5941,Mark L. Macon,,251,6.7,1.9,1.7,38.4,27.0,8.9,0.1
5942,J.P. Macura,,3,2.0,1.0,0.7,33.3,0.0,5.4,0.0
5943,Kyle Robert Macy,"
(Vitalis)
",551,9.5,2.2,4.0,50.1,33.7,14.0,36.0
5944,Jack Clinton Maddox,,1,0.0,-,1.0,-,-,-,0.0
5945,Theodore Maddox,,9,1.2,0.8,0.6,25.0,0.0,11.2,0.0
5946,Gerald Madkins Jr.,,48,1.7,0.5,1.4,36.6,37.5,8.7,0.3
5947,Mark Ellsworth Madsen,,453,2.2,2.6,0.4,45.7,6.3,8.1,8.2
5948,Norman Clifford Mager,,24,5.2,2.0,1.0,28.2,78.6,-,0.0
5949,Josh Magette,,26,2.2,1.0,2.4,32.8,34.6,10.9,0.3
5950,Corey Antoine Maggette,,827,16.0,4.9,2.1,45.3,32.4,17.9,62.2
5951,David John Magley,,14,0.9,0.7,0.1,25.0,0.0,3.9,-0.1
5952,Jamaal Dane Magloire,,680,7.2,6.5,0.6,48.0,0.0,13.5,27.7
5953,Will Scott Magnay,,1,0.0,0.0,0.0,0.0,0.0,-35.1,0.0
5954,Randolph Mahaffey,,321,11.9,8.0,1.6,44.5,0.0,12.3,16.7
5955,Ian Mahinmi,,618,5.2,4.4,0.6,53.3,16.0,13.0,26.1
5956,John Emmanuel Mahnken,,414,5.8,2.9,1.3,27.2,65.0,10.1,1.2
5957,Brian C. Mahoney,,19,3.1,0.7,0.6,29.8,0.0,0.3,-0.4
5958,Francis H. Mahoney,,8,1.5,1.1,0.3,33.3,80.0,9.5,0.0
5959,Derrick Allen Mahorn,,1117,6.9,6.2,1.0,49.3,13.2,11.6,51.7
5960,Daniel Lewis Majerle,,955,11.4,4.5,2.9,43.1,35.8,13.8,78.5
5961,Renaldo Major,,1,5.0,2.0,0.0,20.0,-,-3.7,-0.1
5962,Thon Marial Maker,,263,4.6,2.8,0.6,43.5,32.7,12.0,6.6
5963,Lionel M. Malamed,,44,5.9,-,1.4,33.4,83.1,-,1.7
5964,Théo Louis Maledon,,160,8.2,2.9,3.1,37.7,31.7,9.6,0.4
5965,Jeffrey Nigel Malone,,905,19.0,2.6,2.4,48.4,26.8,15.2,54.2
5966,Karl Anthony Malone,"
(The Mailman, King Karl)
",1476,25.0,10.1,3.6,51.6,27.4,23.9,234.6
5967,Moses Eugene Malone,"
(Chairman of the Boards, Big Mo, Octobull)
",1455,20.3,12.3,1.3,49.5,9.6,22.0,179.1
5968,Matthew Patrick Maloney,,295,7.4,1.7,2.9,40.8,37.2,10.6,9.5
5969,Stephen Lawrence Malovic,,39,2.1,2.2,0.7,46.3,-,7.2,0.3
5970,Michael Alvin Maloy,,71,6.2,3.8,0.7,42.4,0.0,12.8,0.9
5971,Alexander Mamukelashvili,,84,5.0,3.2,1.0,44.6,34.4,13.9,2.0
5972,Theodore Manakas,,5,2.4,0.6,0.4,40.0,100.0,7.2,0.0
5973,John Joseph Mandic,,81,4.1,-,1.1,31.6,66.0,-,2.4
5974,Abdou Karim Mané,,10,1.1,1.4,0.4,23.1,50.0,1.3,-0.1
5975,Francis E. Mangiapane,,6,0.8,-,0.0,15.4,33.3,-,-0.1
5976,Terance Stanley Mann,"
(Stat Stuffer)
",270,8.0,3.7,2.0,50.0,38.3,13.3,14.3
5977,Tre'shaun Albert Mann,,127,9.0,2.6,1.7,39.3,33.8,10.1,0.6
5978,Daniel Ricardo Manning,"
(D)
",883,14.0,5.2,2.3,51.1,20.6,16.9,55.1
5979,Edward R. Manning,,604,5.9,4.5,0.8,44.8,12.5,10.8,14.6
5980,Guy R. Manning,,73,8.3,4.8,0.5,39.0,25.0,14.1,0.9
5981,Richard Alan Manning,,55,3.3,1.7,0.2,41.5,40.0,8.1,-0.3
5982,Niccolo Mannion,,30,4.1,1.5,2.3,34.2,36.7,9.3,0.2
5983,Pace Shewan Mannion,,216,3.1,1.2,1.1,41.3,20.3,9.4,1.7
5984,Nicholas Mantis,,52,4.5,1.8,1.8,36.7,54.9,7.3,-0.8
5985,Peter Press Maravich,"
(Pistol Pete)
",658,24.2,4.2,5.4,44.1,66.7,18.4,46.7
5986,Peter Maravich,,51,4.6,-,0.1,27.2,51.7,-,-0.7
5987,Roy Devyn Marble,,44,2.2,1.6,0.7,30.4,22.2,5.5,-0.3
5988,Roy Lane Marble Jr.,,29,1.9,1.1,0.4,25.7,0.0,4.0,-0.5
5989,Stephon Xavier Marbury,,846,19.3,3.0,7.6,43.3,32.5,18.7,77.5
5990,Šarūnas Marčiulionis,,363,12.8,2.3,2.2,50.5,36.9,16.7,20.0
5991,Saul George Mariaschin,,43,7.7,-,1.4,27.0,70.9,-,1.1
5992,John Warren Marin,,849,14.8,5.2,2.1,46.5,84.3,15.2,59.3
5993,Shawn Dwayne Marion,"
(The Matrix)
",1163,15.2,8.7,1.9,48.4,33.1,18.8,124.9
5994,Boban Marjanović,,317,5.6,3.6,0.5,57.9,25.0,25.4,13.1
5995,Lauri Elias Markkanen,,348,17.3,7.1,1.4,45.5,37.1,16.8,24.8
5996,Damir Markota,,30,1.7,1.0,0.2,36.5,37.5,5.0,-0.2
5997,Sean Andrew Marks,,230,2.8,2.2,0.2,44.8,20.0,9.1,2.6
5998,Harvey W. Marlatt,,61,3.7,1.4,1.5,37.3,85.0,8.8,-0.1
5999,James Marsh,,39,3.1,2.2,0.8,33.3,69.5,8.6,-0.3
6000,Eric Clifton Marsh,,60,4.5,1.3,1.5,42.6,69.7,8.4,0.5
6001,Donny E. Marshall,,119,2.5,1.0,0.3,32.1,33.6,8.7,0.9
6002,Donyell Lamar Marshall,"
(D, DMarsh, Yell, Big Homie, Secret Weapon)
",957,11.2,6.7,1.4,43.5,35.0,16.8,59.0
6003,Kendall Dewan Marshall,"
(Butter)
",160,5.0,1.6,4.9,39.9,37.0,10.7,1.0
6004,Naji Maurice Marshall,,164,7.7,3.5,2.1,41.8,28.6,11.6,4.2
6005,Rawle Marshall,,63,2.7,1.0,0.4,37.6,23.8,8.1,0.2
6006,John Thomas Marshall,,168,5.7,2.9,1.1,38.8,70.9,13.6,4.1
6007,Vester Marshall,,13,1.3,2.8,0.3,24.1,42.9,3.4,-0.1
6008,William Martin,,84,4.7,1.6,0.7,44.9,0.0,10.4,0.3
6009,Robert W. Martin,,54,2.1,2.2,0.3,44.1,-,6.8,0.3
6010,Brian Martin,,8,0.8,0.5,0.0,42.9,-,-1.6,-0.1
6011,Caleb Martin,,202,8.0,3.7,1.3,45.8,36.0,12.1,8.8
6012,Cartier Alexander Martin,,243,5.1,1.9,0.5,39.2,37.2,10.1,3.7
6013,Cody Lee Martin,,178,5.8,3.5,2.1,45.7,31.8,11.5,6.1
6014,Cuonzo LaMar Martin,,7,1.3,0.4,0.4,25.0,60.0,4.2,-0.1
6015,Darrick David Martin,,514,6.9,1.1,2.9,38.2,34.0,12.5,9.6
6016,Patrick Donald Martin,,92,9.1,-,0.8,29.4,63.8,-,1.8
6017,James Donald Martin,,137,3.0,-,0.3,28.2,52.3,-,1.3
6018,Fernando Martín,,24,0.9,1.2,0.4,29.0,0.0,-0.9,-0.4
6019,Jarell Martin,"
(Slim, Rell)
",184,5.4,3.5,0.6,43.4,34.6,10.5,3.2
6020,Jeffery Allen Martin,,143,6.7,2.0,0.8,41.7,28.2,9.3,2.1
6021,Jeremiah Martin,"
(Peso)
",18,4.8,0.9,1.2,38.4,26.7,13.0,0.0
6022,Kelan Martin,,96,5.5,2.4,0.6,41.4,30.7,10.4,0.7
6023,Kenyon Lee Martin,"
(K-Mart)
",757,12.3,6.8,1.9,48.3,23.4,15.0,48.0
6024,Kenyon Lee Martin Jr.,,206,10.5,4.8,1.3,54.5,34.0,14.9,10.0
6025,Kevin Dallas Martin Jr.,"
(K-Mart)
",714,17.4,3.2,1.9,43.7,38.4,17.7,61.3
6026,Larue Martin,,271,5.3,4.6,0.7,41.6,68.5,12.1,1.9
6027,Maurice Martin,,69,3.0,0.9,0.7,37.8,21.1,9.3,-0.3
6028,Phillip Roger Martin,,7,1.7,1.4,0.9,26.3,100.0,6.8,-0.1
6029,Slater Nelson Martin Jr.,"
(Dugie)
",745,9.8,3.4,4.2,36.4,76.2,11.6,47.5
6030,Tyrese Jeffrey Martin,,16,1.3,0.8,0.1,39.1,14.3,7.7,0.0
6031,Ronald Barry Martin,,66,3.4,2.4,1.7,32.5,67.3,5.4,-0.5
6032,Jamal Mashburn,"
(Monster Mash)
",611,19.1,5.4,4.0,41.8,34.5,15.7,43.7
6033,Alfred Albert Masino,,99,4.8,2.1,1.8,34.6,62.5,9.3,3.0
6034,Anthony George Douglas Mason,"
(Mase)
",882,10.9,8.3,3.4,50.9,16.7,14.6,88.3
6035,Desmond Tremaine Mason,,643,12.1,4.5,1.6,44.9,26.0,12.7,23.1
6036,Frank Leo Mason III,"
(The Phenom)
",103,6.7,2.0,2.6,39.6,30.1,12.8,1.2
6037,Roger Phillip Mason Jr.,"
(MoneyMase)
",518,6.3,1.7,1.3,40.8,38.3,10.9,13.0
6038,Tony Arnel Massenburg,"
(Hercules, T-Mass)
",683,6.2,4.3,0.4,47.0,9.1,11.9,15.6
6039,Edward Mast,,112,2.5,2.4,0.5,38.5,60.4,10.0,0.4
6040,Yante Khaaliq Daiyann Maten,,2,1.0,1.5,0.0,25.0,0.0,5.7,0.0
6041,Garrison Mathews,"
(Garry Bird)
",201,6.8,1.9,0.6,39.6,36.7,10.5,6.7
6042,Mangok Mathiang,,4,2.0,2.5,0.0,57.1,-,18.0,0.1
6043,Dakota Mathias,"
(Midwestern Cowboy)
",14,3.9,0.6,1.0,38.9,31.3,9.9,0.2
6044,Johnny C. Mathis,,51,3.4,3.8,0.5,37.1,0.0,7.3,0.3
6045,Bennedict Richard Felder Mathurin,,78,16.7,4.1,1.5,43.4,32.3,13.1,1.8
6046,Wesley Joel Matthews Sr.,,465,7.9,1.3,4.2,47.8,22.5,13.0,11.0
6047,Wesley Matthews Jr.,"
(Iron Man)
",950,11.7,2.8,1.9,42.0,37.6,12.3,55.1
6048,Ariel Leishman Maughan,,259,7.9,4.0,1.2,28.0,71.2,-,4.2
6049,Marlon Lee Maxey,,98,4.9,3.7,0.2,54.2,0.0,15.6,2.6
6050,Tyrese Maxey,,196,15.4,2.7,3.3,47.9,41.4,16.2,14.6
6051,Jason Dior Maxiell,"
(J-Max, Darkness, The Baby Eater)
",618,5.6,4.2,0.4,49.5,0.0,13.0,20.3
6052,Cedric Bryan Maxwell,"
(Cornbread, Max, Ced, The Rubberband Man)
",835,12.5,6.3,2.2,54.6,5.3,16.4,78.5
6053,Vernon Maxwell,,855,12.8,2.6,3.4,39.8,32.0,12.7,27.4
6054,Donald John May,,379,8.8,3.5,1.0,45.3,79.8,14.4,11.4
6055,Scott Glenn May,,355,10.4,4.1,1.7,46.2,0.0,14.2,17.4
6056,Sean Gregory May,,119,6.9,4.0,1.0,45.8,23.1,14.9,2.6
6057,Orva Lee Mayberry Jr.,,496,5.1,1.3,3.6,41.5,37.7,10.1,7.9
6058,Clyde C. Mayes Jr.,,74,4.0,3.8,0.5,44.6,56.7,10.8,0.9
6059,Tharon R. Mayes,,24,4.1,0.7,1.5,30.3,36.6,6.4,-0.4
6060,William Henry Mayfield,,7,2.4,1.3,0.1,44.4,-,6.8,0.0
6061,Kendall Mayfield,,13,2.8,0.6,0.3,37.0,100.0,7.3,-0.2
6062,Eric Demarqua Maynor,,267,4.3,1.3,2.8,39.2,35.0,10.6,3.3
6063,Ovinton J'Anthony Mayo,"
(Grocery List)
",547,13.8,3.1,2.9,42.9,37.3,13.4,21.8
6064,Skylar Justin Mays,"
(Doctor, Dr. Mays)
",67,4.4,1.2,1.4,47.8,37.4,15.9,1.7
6065,Travis Cortez Mays,,115,11.1,2.0,2.8,41.0,36.2,11.7,2.4
6066,Matthew Anthony Mazza,,26,3.8,-,1.1,30.0,71.1,-,0.0
6067,Luc Richard Mbah a Moute,,689,6.4,4.1,0.9,45.4,33.4,10.7,26.0
6068,Robert Allen McAdoo Jr.,,852,22.1,9.4,2.3,50.3,8.1,20.7,89.1
6069,James Michael Ray McAdoo,,111,3.0,1.7,0.3,52.8,29.4,14.6,2.4
6070,Kenneth Stanford McBride,,12,9.8,2.6,1.2,32.7,72.4,8.1,-0.4
6071,Miles James McBride,"
(Deuce)
",104,3.0,0.9,1.1,33.7,28.2,7.6,1.0
6072,Tahjere McCall,"
(Tahj)
",1,4.0,1.0,0.0,66.7,0.0,9.6,0.0
6073,Ray McCallum,,154,6.0,2.0,2.4,40.8,33.5,11.0,2.1
6074,Robert Glenn McCann,,178,4.2,2.6,0.6,47.9,20.0,10.2,2.0
6075,Brendan Michael McCann,,41,1.8,1.2,1.6,20.4,70.0,6.4,-0.6
6076,Melvin Lamont McCants,,13,1.7,0.5,0.2,30.8,-,5.1,0.0
6077,Rashad Dion McCants,,249,10.0,2.0,1.3,43.1,36.8,12.9,3.6
6078,Michael Thomas McCarron,,68,9.7,-,0.9,28.0,61.4,-,4.3
6079,Andre Eugene McCarter,,103,3.8,0.9,1.7,43.1,25.0,10.4,1.1
6080,Willie J. McCarter,,155,7.0,1.6,2.0,40.2,65.6,8.8,-1.0
6081,John Joseph McCarthy,,316,7.8,3.6,3.7,35.3,62.2,8.8,4.7
6082,Howard Jerry McCarty,,19,1.1,-,0.1,12.2,10.0,-,-1.1
6083,Kelly Deshawn McCarty,,2,2.0,1.5,0.0,66.7,-,31.7,0.0
6084,Walter Lee McCarty,,593,5.2,2.6,1.1,39.2,34.6,10.1,13.7
6085,Amal Omari McCaskill,,114,1.8,1.9,0.3,37.7,0.0,7.7,0.5
6086,Patrick Andrew McCaw,"
(Pat)
",199,3.8,1.6,1.4,42.0,30.5,7.8,4.4
6087,Dwayne Edward McClain,,45,3.5,0.7,1.5,38.3,11.1,8.3,-0.3
6088,Theodore McClain,"
(Hound Dog)
",555,8.4,2.9,3.4,44.9,21.8,12.5,21.2
6089,Daniel Raymond McClintock,,6,3.0,2.8,0.2,50.0,-,9.9,0.0
6090,John William McCloskey,,1,6.0,3.0,1.0,33.3,-,7.8,0.0
6091,George Aaron McCloud III,,766,9.0,3.1,2.3,40.2,35.8,12.7,24.6
6092,Matthew McClung,,4,8.3,3.3,2.5,46.2,35.7,13.9,0.1
6093,Christian James McCollum,,665,19.4,3.6,3.7,45.3,39.5,17.4,44.6
6094,John R. McConathy,,11,1.3,1.8,0.7,13.8,42.9,1.7,-0.5
6095,Paul Joseph McConnell,,14,4.9,2.4,2.9,38.0,48.3,11.6,0.5
6096,Timothy John McConnell,"
(Floor General, McClutchell, Rocco)
",556,7.1,3.0,5.0,50.9,34.3,14.8,25.0
6097,Keith Rennae McCord,,2,2.0,1.0,0.5,50.0,-,7.9,0.0
6098,Timothy Daniel McCormick,,483,8.3,4.9,1.0,53.5,6.3,12.8,21.5
6099,Jelani Marwan McCoy,,260,4.6,3.5,0.5,53.9,-,12.6,5.1
6100,Paul George McCracken,,37,4.3,2.0,0.9,45.0,59.6,11.0,0.5
6101,Chris McCray,,5,0.0,0.0,0.0,0.0,-,-20.7,-0.1
6102,Rodney Earl McCray,,768,11.7,6.6,3.6,50.3,26.0,14.4,56.0
6103,Carlton Lamont McCray,,77,2.9,2.5,1.0,42.3,-,8.3,0.4
6104,Erik McCree,"
(E)
",4,0.0,0.3,0.0,0.0,0.0,-8.9,-0.1
6105,Christopher A. McCullough,,59,3.3,1.9,0.3,42.6,30.6,13.2,0.6
6106,John P. McCullough,,8,2.6,0.5,0.4,69.2,-,30.7,0.1
6107,Clint McDaniel,,12,2.5,0.8,0.6,34.8,33.3,15.6,0.2
6108,Xavier Maurice McDaniel,"
(X, X-Man, Mountain Man)
",870,15.6,6.1,2.0,48.5,26.1,16.1,47.8
6109,Jaden McDaniels,,212,9.6,3.9,1.4,48.2,36.0,10.7,8.3
6110,Jalen Marquis McDaniels,,198,7.7,3.8,1.3,46.5,34.5,11.8,6.1
6111,James Ronald McDaniels,,271,10.0,6.5,1.1,46.6,-,16.8,9.1
6112,K.J. McDaniels,,148,5.3,2.2,0.6,41.2,29.0,10.8,1.3
6113,Douglas Richard McDermott,"
(Dougie McBuckets)
",591,9.3,2.3,1.0,47.4,41.0,11.9,20.2
6114,Sean McDermott,,18,2.2,1.1,0.2,39.4,22.7,7.2,0.2
6115,Benjamin McDonald,,176,6.0,3.2,1.3,46.8,22.7,8.3,2.5
6116,Glenn Stuart McDonald,,146,4.2,1.5,0.7,40.0,73.2,10.3,1.1
6117,Michael Dewayne McDonald,,1,0.0,1.0,0.0,-,-,-22.1,-0.1
6118,Roderick William McDonald,,87,3.2,2.3,0.5,44.8,37.5,15.2,1.1
6119,Hank Leigh McDowell,,206,2.9,2.3,0.5,45.1,0.0,10.0,2.0
6120,Antonio Keithflen McDyess,,1015,12.0,7.5,1.3,49.7,11.7,17.2,69.8
6121,James Charles McElroy Jr.,,418,9.9,2.0,3.5,46.8,20.6,12.9,14.0
6122,Patrick Aloysius McFarland,,148,6.4,2.0,1.5,45.8,26.2,13.3,2.4
6123,Ivan McFarlin,,11,1.4,1.0,0.1,38.5,0.0,12.2,0.1
6124,Fred Melvin McGaha,,51,3.5,-,1.0,31.8,59.1,-,1.5
6125,Mitchell Neil William McGary,"
(The Monster, White Chocolate, White Thunder)
",52,4.4,3.5,0.3,52.7,0.0,15.4,1.3
6126,JaVale Lindy McGee,,863,7.8,5.2,0.4,57.8,19.7,19.6,43.0
6127,Michael Ray McGee,,520,9.6,2.1,1.2,48.7,35.4,14.0,15.1
6128,Bill McGill,,295,10.5,4.4,1.1,51.4,-,19.0,16.9
6129,George F. McGinnis,,842,20.2,11.0,3.7,45.8,27.3,20.0,74.6
6130,Jon P. McGlocklin,"
(Jonny Mac, Moose, The Original Buck)
",792,11.6,2.4,2.9,48.9,84.5,13.6,47.1
6131,Bryce Alexander McGowens,,46,5.3,2.0,1.2,39.6,32.5,7.2,0.1
6132,Tracy Lamar McGrady Jr.,"
(T-Mac, The Big Sleep)
",938,19.6,5.6,4.4,43.5,33.8,22.1,97.3
6133,Gilbert Ray McGregor,,42,4.1,3.5,0.4,36.3,69.6,6.8,-0.4
6134,Cameron McGriff,,3,4.7,5.0,1.0,35.7,33.3,12.5,0.1
6135,Elton Wayne McGriff,,56,6.0,4.6,0.2,47.7,0.0,12.8,1.6
6136,Rodney Christian McGruder,"
(The Scavenger)
",317,5.8,2.8,1.2,42.0,36.0,9.6,9.0
6137,Alfred James McGuire,,191,4.0,2.2,1.9,37.9,55.1,11.1,5.5
