id,season,age,tm,lg,pos,g,gs,mp,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,efg%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,player_id
5915,1999-00,30,phi,nba,c,8,0,16.0,3.1,6.3,.500,0.0,0.0,"",3.1,6.3,.500,.500,2.5,3.1,.800,2.1,2.9,5.0,0.3,0.6,0.3,0.6,2.9,8.8,4708
5916,2000-01,31,phi,nba,c,12,0,8.3,1.4,2.4,.586,0.0,0.0,"",1.4,2.4,.586,.586,0.3,0.3,1.000,0.8,0.7,1.5,0.6,0.2,0.0,0.4,2.5,3.2,4708
5969,1949-50,26,tri,nba,"",3,"","",1.3,3.7,.364,,,,,,,,1.0,1.7,.600,,,"",0.7,,,,3.7,3.7,4722
5917,1999-00,22,lal,nba,sf,9,0,5.0,0.8,2.1,.368,0.2,1.1,.200,0.6,1.0,.556,.421,0.7,1.2,.545,0.4,0.7,1.1,0.2,0.1,0.0,0.3,0.6,2.4,4710
5918,2000-01,23,lal,nba,sf,7,0,3.9,0.9,1.7,.500,0.1,0.3,.500,0.7,1.4,.500,.542,0.1,0.3,.500,0.4,0.3,0.7,0.1,0.0,0.0,0.4,0.9,2.0,4710
5919,2001-02,24,lal,nba,sf,19,0,17.2,2.0,5.5,.365,0.4,1.8,.229,1.6,3.6,.435,.404,0.6,0.8,.733,1.3,2.3,3.6,0.6,0.6,0.5,0.6,2.7,5.0,4710
5920,2002-03,25,lal,nba,sf,11,7,28.9,3.2,7.1,.449,0.9,2.7,.333,2.3,4.4,.521,.513,0.7,0.8,.889,1.0,3.5,4.5,2.2,1.0,0.4,1.1,2.6,8.0,4710
5921,2003-04,26,lal,nba,sf,22,19,21.4,2.0,4.5,.430,1.0,2.7,.373,1.0,1.9,.512,.540,0.6,0.9,.650,0.5,1.8,2.3,0.5,1.0,0.4,0.5,2.0,5.5,4710
5922,2005-06,28,lal,nba,sf,7,0,17.3,1.9,4.9,.382,1.3,3.0,.429,0.6,1.9,.308,.515,0.3,0.7,.400,0.3,2.0,2.3,0.6,0.6,0.1,0.0,1.9,5.3,4710
5923,2006-07,29,dal,nba,sf,6,1,18.2,0.8,4.2,.200,0.5,2.0,.250,0.3,2.2,.154,.260,1.3,1.7,.800,0.7,2.3,3.0,0.7,1.0,0.3,1.2,2.0,3.5,4710
5924,2007-08,30,dal,nba,sf,5,0,12.4,2.2,5.6,.393,0.8,2.4,.333,1.4,3.2,.438,.464,0.6,1.0,.600,0.8,2.2,3.0,0.0,0.4,0.4,0.6,1.4,5.8,4710
5925,1955-56,27,phw,nba,pg,10,"",40.5,4.6,11.8,.390,,,,,,,,4.4,5.9,.746,,,4.7,5.2,,,,3.7,13.6,4711
5926,1956-57,28,phw,nba,sg,2,"",31.5,3.5,7.5,.467,,,,,,,,2.0,3.0,.667,,,3.5,3.0,,,,2.5,9.0,4711
5927,1957-58,29,phw,nba,pg,8,"",34.6,3.8,10.1,.370,,,,,,,,2.0,2.5,.800,,,4.8,3.9,,,,1.8,9.5,4711
5928,1958-59,30,nyk,nba,pg,2,"",15.5,2.0,6.0,.333,,,,,,,,0.0,0.0,"",,,2.0,1.5,,,,2.0,4.0,4711
5929,2010-11,20,ind,nba,sg,5,5,26.6,2.0,6.6,.303,0.6,2.6,.231,1.4,4.0,.350,.348,1.4,1.6,.875,1.0,4.0,5.0,1.0,1.4,2.0,1.4,2.2,6.0,4712
5930,2011-12,21,ind,nba,sg,11,11,33.7,3.4,8.6,.389,1.0,3.7,.268,2.4,4.9,.481,.447,2.0,2.5,.786,1.4,5.3,6.6,2.4,1.6,0.4,1.9,2.9,9.7,4712
5931,2012-13,22,ind,nba,sf,19,19,41.1,6.3,14.6,.430,1.8,5.5,.327,4.5,9.1,.491,.491,4.9,6.7,.727,0.8,6.6,7.4,5.1,1.3,0.5,3.9,3.8,19.2,4712
5932,2013-14,23,ind,nba,sf,19,19,41.1,7.3,16.6,.438,2.7,6.8,.403,4.5,9.8,.462,.521,5.3,6.7,.789,0.7,6.9,7.6,3.8,2.2,0.4,2.6,2.9,22.6,4712
5933,2015-16,25,ind,nba,sf,7,7,39.3,8.0,17.6,.455,2.6,6.1,.419,5.4,11.4,.475,.528,8.7,9.1,.953,1.3,6.3,7.6,4.3,2.0,0.7,3.3,3.4,27.3,4712
5934,2016-17,26,ind,nba,sf,4,4,43.0,8.5,22.0,.386,4.5,10.5,.429,4.0,11.5,.348,.489,6.5,7.5,.867,1.3,7.5,8.8,7.3,1.8,0.5,3.3,3.3,28.0,4712
5935,2017-18,27,okc,nba,sf,6,6,41.8,8.2,20.0,.408,3.2,8.7,.365,5.0,11.3,.441,.488,5.2,6.0,.861,0.7,5.3,6.0,2.7,1.3,0.7,4.0,2.8,24.7,4712
5936,2018-19,28,okc,nba,sf,5,5,40.8,8.8,20.2,.436,3.0,9.4,.319,5.8,10.8,.537,.510,8.0,9.8,.816,1.2,7.4,8.6,3.6,1.4,0.2,4.0,4.2,28.6,4712
5937,2019-20,29,lac,nba,sf,13,13,36.8,6.8,17.0,.398,2.8,8.5,.333,3.9,8.5,.464,.482,3.8,4.2,.909,1.1,5.0,6.1,3.8,1.5,0.5,3.1,3.8,20.2,4712
5938,2020-21,30,lac,nba,sf,19,19,40.8,8.7,19.7,.441,2.7,8.0,.336,6.0,11.7,.514,.509,6.8,8.1,.844,0.9,8.7,9.6,5.4,1.0,0.5,3.5,3.1,26.9,4712
5939,1991-92,23,njn,nba,sg,4,0,11.0,1.8,5.8,.304,0.0,0.0,"",1.8,5.8,.304,.304,0.3,0.8,.333,0.0,0.0,0.0,2.0,0.8,0.3,1.0,2.0,3.8,4713
5940,1992-93,24,njn,nba,pg,2,0,11.0,1.0,3.5,.286,0.0,0.0,"",1.0,3.5,.286,.286,0.0,0.0,"",0.5,1.0,1.5,3.0,0.5,0.0,0.5,0.5,2.0,4713
5941,2017-18,23,min,nba,sg,2,0,1.5,0.0,0.5,.000,0.0,0.0,"",0.0,0.5,.000,.000,0.0,0.0,"",0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4714
5942,1974-75,21,ssl,aba,sf,10,"",26.8,3.7,8.7,.425,0.0,0.0,"",3.7,8.7,.425,.425,0.9,1.4,.643,1.7,3.3,5.0,1.6,0.6,0.7,2.8,3.2,8.3,4715
5943,1975-76,22,dna,aba,sf,13,"",10.9,1.7,4.8,.349,0.0,0.1,.000,1.7,4.8,.355,.349,1.2,1.8,.667,1.0,1.5,2.5,0.9,0.6,0.5,1.5,2.0,4.6,4715
5944,1978-79,25,kck,nba,sf,5,"",4.8,0.8,1.8,.444,"","","",0.8,1.8,.444,.444,0.4,0.8,.500,0.4,1.2,1.6,0.0,0.2,0.2,0.2,1.2,2.0,4715
5945,1979-80,26,kck,nba,sf,3,"",8.7,1.3,3.3,.400,0.0,0.0,"",1.3,3.3,.400,.400,0.7,1.3,.500,1.3,1.3,2.7,0.7,0.0,0.0,1.3,0.7,3.3,4715
5946,1972-73,20,vir,aba,sg,5,"",40.0,6.8,15.4,.442,0.2,1.0,.200,6.6,14.4,.458,.448,4.8,6.8,.706,3.2,4.4,7.6,1.6,"","",3.6,3.0,18.6,4717
5947,1973-74,21,saa,aba,sf,7,"",32.3,8.1,16.4,.496,0.1,0.1,1.000,8.0,16.3,.491,.500,4.1,4.4,.935,3.0,4.4,7.4,2.7,0.7,1.1,2.3,4.0,20.6,4717
5948,1974-75,22,saa,aba,sf,6,"",46.0,13.2,28.5,.462,0.5,2.0,.250,12.7,26.5,.478,.471,7.2,8.7,.827,5.7,8.3,14.0,1.3,1.0,1.3,2.3,3.7,34.0,4717
5949,1975-76,23,saa,aba,sf,7,"",41.1,9.6,18.3,.523,0.0,0.4,.000,9.6,17.9,.536,.523,8.0,9.9,.812,3.3,5.9,9.1,2.7,0.6,2.0,2.4,3.1,27.1,4717
5950,1976-77,24,sas,nba,sf,2,"",31.0,9.5,22.0,.432,"","","",9.5,22.0,.432,.432,6.0,7.5,.800,2.5,3.0,5.5,1.5,0.5,1.0,"",4.5,25.0,4717
5951,1977-78,25,sas,nba,sg,6,"",37.8,13.0,23.7,.549,"","","",13.0,23.7,.549,.549,7.2,9.3,.768,1.8,3.8,5.7,3.2,1.0,2.7,3.2,3.8,33.2,4717
5952,1978-79,26,sas,nba,sf,14,"",36.6,11.3,21.1,.536,"","","",11.3,21.1,.536,.536,6.0,7.4,.808,2.4,3.5,5.9,2.5,1.9,1.0,2.9,3.6,28.6,4717
5953,1979-80,27,sas,nba,sg,3,"",40.7,12.3,24.7,.500,0.0,0.7,.000,12.3,24.0,.514,.500,8.7,10.0,.867,3.0,3.7,6.7,4.0,1.7,1.0,3.0,2.7,33.3,4717
5954,1980-81,28,sas,nba,sg,7,"",39.1,11.0,22.0,.500,0.0,0.4,.000,11.0,21.6,.510,.500,5.1,6.4,.800,1.3,3.7,5.0,3.4,0.7,0.7,2.9,2.7,27.1,4717
5955,1981-82,29,sas,nba,sg,9,"",41.4,11.4,25.3,.452,0.0,0.3,.000,11.4,25.0,.458,.452,6.6,7.9,.831,2.1,5.2,7.3,4.6,1.1,0.4,3.4,4.0,29.4,4717
5956,1982-83,30,sas,nba,sg,11,"",39.7,9.8,18.9,.519,0.0,0.2,.000,9.8,18.7,.524,.519,5.5,6.3,.884,1.9,4.8,6.7,3.4,1.1,0.4,4.2,3.5,25.2,4717
5957,1984-85,32,sas,nba,sg,5,5,36.6,8.4,15.8,.532,0.0,0.6,.000,8.4,15.2,.553,.532,5.4,6.8,.794,0.6,3.0,3.6,2.8,0.6,0.6,4.0,3.8,22.2,4717
5958,1985-86,33,chi,nba,sg,2,0,5.5,0.0,0.5,.000,0.0,0.0,"",0.0,0.5,.000,.000,0.0,0.0,"",0.0,0.5,0.5,0.5,0.0,0.0,1.0,1.5,0.0,4717
5959,1972-73,22,nyk,nba,c,7,"",7.9,1.6,2.9,.550,"","","",1.6,2.9,.550,.550,0.4,1.0,.429,"","",1.9,0.1,"","","",0.9,3.6,4719
5960,1973-74,23,nyk,nba,c,12,"",28.2,2.9,7.2,.407,"","","",2.9,7.2,.407,.407,1.5,2.1,.720,3.3,4.1,7.3,1.9,0.3,0.5,"",3.4,7.3,4719
5961,1974-75,24,nyk,nba,c,3,"",31.0,3.7,8.0,.458,"","","",3.7,8.0,.458,.458,1.0,1.0,1.000,1.7,3.0,4.7,0.7,0.0,1.3,"",3.3,8.3,4719
5962,1977-78,27,mil,nba,c,9,"",32.2,2.8,6.6,.424,"","","",2.8,6.6,.424,.424,2.2,2.9,.769,1.8,4.7,6.4,1.6,0.9,1.2,1.4,2.7,7.8,4719
5963,1974-75,26,wsb,nba,sf,6,"",2.8,0.5,1.7,.300,,,,,,,,0.3,0.3,1.000,0.0,0.2,0.2,0.3,0.5,0.0,,0.3,1.3,4720
5964,1975-76,27,buf,nba,sf,5,"",4.6,0.8,1.8,.444,,,,,,,,0.4,0.4,1.000,0.0,0.2,0.2,0.4,0.0,0.0,,1.6,2.0,4720
5965,2006-07,20,cle,nba,pg,20,2,20.1,2.5,5.8,.431,1.4,3.3,.409,1.2,2.5,.460,.547,1.9,2.2,.884,0.5,1.2,1.6,1.1,0.6,0.2,0.5,1.7,8.3,4721
5966,2007-08,21,cle,nba,pg,11,0,25.8,3.2,7.1,.449,1.7,3.8,.452,1.5,3.3,.444,.571,0.9,1.3,.714,0.4,1.4,1.7,2.5,0.6,0.2,1.4,1.6,9.0,4721
5967,2008-09,22,cle,nba,pg,14,0,12.3,0.9,2.9,.325,0.7,2.0,.357,0.2,0.9,.250,.450,0.8,0.8,1.000,0.1,0.4,0.5,0.4,0.1,0.2,0.5,1.3,3.4,4721
5968,2009-10,23,cle,nba,pg,5,0,4.6,0.4,1.4,.286,0.2,0.8,.250,0.2,0.6,.333,.357,0.4,0.4,1.000,0.0,0.6,0.6,0.2,0.0,0.0,0.4,0.6,1.4,4721
5970,2009-10,24,chi,nba,pf,5,5,29.0,3.2,7.6,.421,0.0,0.0,"",3.2,7.6,.421,.421,1.2,2.2,.545,1.8,5.2,7.0,0.6,0.2,0.6,0.4,3.4,7.6,4727
5971,2010-11,25,chi,nba,pf,16,0,17.8,2.7,4.8,.566,0.0,0.1,.000,2.7,4.7,.573,.566,0.6,0.9,.600,1.6,2.5,4.1,0.6,0.3,1.4,0.9,2.0,5.9,4727
5972,2011-12,26,chi,nba,pf,6,0,22.8,3.5,7.7,.457,0.0,0.0,"",3.5,7.7,.457,.457,2.5,3.7,.682,2.5,4.0,6.5,0.7,0.7,1.7,0.5,3.2,9.5,4727
5973,2012-13,27,chi,nba,pf,12,0,17.2,2.6,5.5,.470,0.0,0.2,.000,2.6,5.3,.484,.470,1.3,1.8,.727,1.3,1.8,3.0,0.3,0.3,0.5,0.8,3.1,6.5,4727
5974,2013-14,28,chi,nba,pf,5,0,30.8,6.4,11.4,.561,0.0,0.0,"",6.4,11.4,.561,.561,5.4,7.2,.750,4.2,2.0,6.2,0.4,0.4,2.4,1.6,2.4,18.2,4727
5975,2014-15,29,chi,nba,pf,12,2,23.0,2.8,6.0,.472,0.0,0.0,"",2.8,6.0,.472,.472,1.8,2.5,.700,2.1,3.4,5.5,1.0,0.3,1.0,0.9,2.1,7.4,4727
5976,2016-17,31,okc,nba,pf,5,5,23.6,4.2,7.0,.600,0.0,0.0,"",4.2,7.0,.600,.600,1.4,1.6,.875,0.6,3.0,3.6,0.6,0.2,0.0,1.6,2.6,9.8,4727
5977,2017-18,32,min,nba,pf,5,5,24.6,2.8,4.4,.636,0.0,0.0,"",2.8,4.4,.636,.636,0.6,0.6,1.000,1.4,2.6,4.0,0.4,0.2,0.4,0.8,1.6,6.2,4727
5978,2020-21,35,nyk,nba,c,5,3,27.6,2.4,4.0,.600,0.0,0.0,"",2.4,4.0,.600,.600,0.2,0.2,1.000,3.2,3.8,7.0,0.8,1.6,1.0,0.6,2.6,5.0,4727
5979,2020-21,22,por,nba,c,1,0,4.0,0.0,1.0,.000,0.0,0.0,"",0.0,1.0,.000,.000,0.0,0.0,"",2.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,4731
5980,2018-19,20,lac,nba,pg,6,6,28.8,4.7,10.0,.467,1.5,3.0,.500,3.2,7.0,.452,.542,2.8,3.3,.850,0.7,2.0,2.7,3.2,1.0,0.8,0.8,2.8,13.7,4732
5981,2019-20,21,okc,nba,sg,7,7,39.9,5.6,12.9,.433,2.0,5.0,.400,3.6,7.9,.455,.511,3.1,3.3,.957,0.4,4.9,5.3,4.1,1.0,0.4,2.1,2.4,16.3,4732
5982,2020-21,28,was,nba,pf,4,0,8.3,0.0,0.8,.000,0.0,0.3,.000,0.0,0.5,.000,.000,0.0,0.0,"",0.3,0.8,1.0,0.0,0.0,0.0,0.8,1.8,0.0,4733
5983,2004-05,26,ind,nba,pg,7,0,6.4,0.7,2.3,.313,0.1,0.9,.167,0.6,1.4,.400,.344,1.9,2.1,.867,0.0,0.6,0.6,0.7,0.1,0.0,0.4,0.0,3.4,4734
5984,2005-06,27,ind,nba,pg,2,0,0.5,0.0,0.0,"",0.0,0.0,"",0.0,0.0,"","",0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,4734
5985,1992-93,24,chh,nba,sg,9,9,39.2,7.2,18.0,.401,0.1,0.7,.167,7.1,17.3,.410,.404,2.8,3.9,.714,2.9,2.2,5.1,2.9,2.3,0.7,2.1,3.2,17.3,4735
5986,1993-94,25,sea,nba,sg,5,5,30.6,5.2,12.0,.433,0.4,1.8,.222,4.8,10.2,.471,.450,2.6,4.2,.619,1.4,3.4,4.8,2.0,1.2,0.2,1.2,2.4,13.4,4735
5987,1994-95,26,sea,nba,sg,4,0,18.0,2.3,6.3,.360,0.5,2.0,.250,1.8,4.3,.412,.400,1.3,2.0,.625,0.3,0.8,1.0,2.5,1.0,0.3,1.0,1.5,6.3,4735
5988,1997-98,29,njn,nba,sf,3,3,33.3,6.0,13.3,.450,0.0,0.0,"",6.0,13.3,.450,.450,2.3,2.7,.875,1.0,3.3,4.3,1.0,1.3,0.3,1.3,5.0,14.3,4735
5989,2002-03,34,min,nba,sg,6,0,19.7,1.7,4.5,.370,0.3,0.7,.500,1.3,3.8,.348,.407,1.5,2.3,.643,1.0,1.2,2.2,1.2,0.7,0.2,0.7,2.0,5.2,4735
5990,1988-89,24,pho,nba,pf,9,0,14.0,3.0,5.7,.529,0.0,0.0,"",3.0,5.7,.529,.529,2.1,2.4,.864,2.0,3.0,5.0,0.2,0.1,0.2,1.1,1.2,8.1,4739
5991,1990-91,26,phi,nba,pf,8,8,35.9,6.0,13.0,.462,0.0,0.0,"",6.0,13.0,.462,.462,4.9,5.8,.848,1.8,4.8,6.5,1.3,0.6,0.8,1.9,2.0,16.9,4739
5992,1993-94,29,njn,nba,pf,4,0,28.0,3.8,8.5,.441,0.0,0.3,.000,3.8,8.3,.455,.441,3.0,4.0,.750,0.3,6.0,6.3,0.3,0.5,1.8,0.8,1.8,10.5,4739
5993,1998-99,34,mil,nba,pf,3,0,11.7,2.0,5.0,.400,0.0,0.0,"",2.0,5.0,.400,.400,1.7,1.7,1.000,0.0,1.7,1.7,0.3,0.7,0.3,0.3,1.3,5.7,4739
5994,1999-00,35,uta,nba,pf,10,0,13.2,1.5,4.6,.326,0.0,0.0,"",1.5,4.6,.326,.326,0.5,1.3,.385,0.6,2.3,2.9,0.4,0.4,0.4,1.1,1.5,3.5,4739
5995,1971-72,25,atl,nba,pg,6,"",28.8,4.7,11.8,.394,,,,,,,,1.7,1.8,.909,"","",5.0,5.5,"","",,2.5,11.0,4740
5996,1972-73,26,atl,nba,pg,6,"",32.8,5.5,13.5,.407,,,,,,,,0.8,0.8,1.000,"","",5.3,5.2,"","",,3.2,11.8,4740
5997,1975-76,29,sea,nba,sg,6,"",14.3,1.0,4.5,.222,,,,,,,,0.8,1.3,.625,0.5,1.3,1.8,2.0,1.0,0.0,,1.7,2.8,4740
5998,1976-77,30,por,nba,sg,18,"",16.4,2.9,6.8,.431,,,,,,,,0.5,0.7,.750,0.4,0.7,1.1,1.8,0.7,0.1,,1.6,6.4,4740
5999,1971-72,22,ken,aba,c,6,"",47.5,8.7,15.2,.571,0.0,0.2,.000,8.7,15.0,.578,.571,4.5,6.3,.711,"","",17.7,4.2,"","",4.8,2.8,21.8,4741
6000,1972-73,23,ken,aba,c,19,"",41.1,7.5,13.7,.544,0.0,0.0,"",7.5,13.7,.544,.544,4.1,6.5,.626,4.4,9.3,13.7,3.9,"","",3.3,3.6,19.0,4741
6001,1973-74,24,ken,aba,c,8,"",43.0,8.9,15.9,.559,0.0,0.0,"",8.9,15.9,.559,.559,4.8,8.3,.576,5.9,12.8,18.6,3.5,0.9,3.8,3.6,2.5,22.5,4741
6002,1974-75,25,ken,aba,c,15,"",45.3,8.8,16.3,.539,0.0,0.0,"",8.8,16.3,.539,.539,6.5,8.5,.772,5.0,12.6,17.6,2.5,1.0,2.1,3.9,3.9,24.1,4741
6003,1975-76,26,ken,aba,c,10,"",39.0,9.3,15.3,.608,0.0,0.0,"",9.3,15.3,.608,.608,5.6,7.4,.757,5.0,10.2,15.2,1.9,1.1,3.6,4.4,4.9,24.2,4741
6004,1976-77,27,chi,nba,c,3,"",42.0,6.3,13.3,.475,"","","",6.3,13.3,.475,.475,6.0,7.7,.783,5.0,8.0,13.0,2.0,1.0,2.7,"",3.0,18.7,4741
6005,1980-81,31,chi,nba,c,6,"",41.2,5.8,10.0,.583,0.0,0.0,"",5.8,10.0,.583,.583,6.3,9.2,.691,4.0,7.2,11.2,2.0,1.0,2.8,2.8,2.5,18.0,4741
6006,1982-83,33,sas,nba,c,11,"",36.5,6.9,12.0,.576,0.0,0.0,"",6.9,12.0,.576,.576,2.9,4.2,.696,3.4,9.5,12.9,1.6,0.8,3.1,2.5,4.2,16.7,4741
6007,1984-85,35,sas,nba,c,5,5,37.0,5.8,10.4,.558,0.0,0.0,"",5.8,10.4,.558,.558,6.2,9.0,.689,2.0,8.0,10.0,1.4,0.4,1.4,4.6,3.6,17.8,4741
6008,1985-86,36,sas,nba,c,3,3,35.7,5.3,8.0,.667,0.0,0.0,"",5.3,8.0,.667,.667,2.7,4.7,.571,2.3,3.7,6.0,1.0,2.3,0.3,3.3,3.7,13.3,4741
6009,1987-88,38,bos,nba,c,14,0,6.1,0.3,0.6,.500,0.0,0.0,"",0.3,0.6,.500,.500,0.5,1.0,.500,0.3,1.1,1.4,0.1,0.0,0.3,0.3,1.0,1.1,4741
6010,1946-47,24,chs,baa,"",11,"","",2.6,10.4,.254,,,,,,,,0.5,1.2,.462,,,"",0.1,,,,4.1,5.8,4743
6011,1947-48,25,chs,baa,"",5,"","",2.6,13.0,.200,,,,,,,,3.6,4.6,.783,,,"",2.0,,,,5.4,8.8,4743
6012,1948-49,26,chs,baa,"",2,"","",0.5,1.5,.333,,,,,,,,0.5,1.5,.333,,,"",1.5,,,,4.0,1.5,4743
6013,2002-03,25,sas,nba,sg,24,0,27.5,3.0,7.7,.386,1.2,3.0,.384,1.8,4.6,.387,.462,2.3,3.1,.757,1.2,2.6,3.8,2.9,1.7,0.4,1.5,2.6,9.4,4745
6014,2003-04,26,sas,nba,sg,10,0,28.0,4.2,9.4,.447,1.0,3.5,.286,3.2,5.9,.542,.500,3.6,4.4,.818,1.5,3.8,5.3,3.1,1.7,0.1,2.1,3.0,13.0,4745
6015,2004-05,27,sas,nba,sg,23,15,33.6,6.3,12.4,.507,1.8,4.2,.438,4.5,8.3,.542,.580,6.4,8.0,.795,0.8,5.0,5.8,4.2,1.2,0.3,2.9,3.0,20.8,4745
6016,2005-06,28,sas,nba,sg,13,11,32.8,5.8,12.1,.484,1.1,3.2,.333,4.8,8.8,.539,.529,5.6,6.7,.839,0.7,3.8,4.5,3.0,1.5,0.5,2.5,3.3,18.4,4745
6017,2006-07,29,sas,nba,sg,20,0,30.1,5.0,12.4,.401,1.9,5.0,.384,3.1,7.4,.412,.478,4.9,5.8,.836,0.8,4.7,5.5,3.7,1.7,0.2,2.1,3.1,16.7,4745
6018,2007-08,30,sas,nba,sg,17,6,32.9,5.8,13.6,.422,2.2,6.0,.373,3.5,7.6,.462,.504,4.1,4.5,.896,0.8,2.9,3.8,3.9,0.6,0.3,2.8,2.8,17.8,4745
6019,2009-10,32,sas,nba,sg,10,10,35.2,5.8,14.0,.414,2.0,6.0,.333,3.8,8.0,.475,.486,5.8,6.7,.866,0.4,3.3,3.7,6.0,2.6,0.2,3.0,3.0,19.4,4745
6020,2010-11,33,sas,nba,sg,5,5,34.8,6.2,14.0,.443,1.8,5.6,.321,4.4,8.4,.524,.507,6.4,8.2,.780,0.4,3.6,4.0,4.2,2.6,0.6,3.4,2.6,20.6,4745
6021,2011-12,34,sas,nba,sg,14,2,27.9,4.6,10.4,.448,1.6,4.9,.338,3.0,5.5,.545,.528,3.4,4.0,.857,0.6,2.9,3.5,4.0,0.7,0.3,3.0,2.6,14.4,4745
6022,2012-13,35,sas,nba,sg,21,3,26.7,3.7,9.2,.399,1.4,4.6,.302,2.3,4.6,.495,.474,2.8,3.8,.738,0.4,3.3,3.7,5.0,1.1,0.3,2.6,2.5,11.5,4745
6023,2013-14,36,sas,nba,sg,23,0,25.5,4.5,10.3,.439,1.8,4.6,.390,2.7,5.7,.477,.525,3.5,4.1,.862,0.4,2.9,3.3,4.1,1.6,0.1,2.3,2.6,14.3,4745
6024,2014-15,37,sas,nba,sg,7,0,18.7,2.1,6.1,.349,1.1,3.1,.364,1.0,3.0,.333,.442,2.6,3.3,.783,0.6,2.9,3.4,4.6,0.6,0.9,2.0,2.7,8.0,4745
6025,2015-16,38,sas,nba,sg,10,0,19.2,2.0,4.7,.426,0.9,2.1,.429,1.1,2.6,.423,.521,1.8,2.3,.783,0.6,2.1,2.7,2.5,0.8,0.3,0.7,2.5,6.7,4745
6026,2016-17,39,sas,nba,sg,16,1,17.8,2.5,6.1,.412,0.6,2.5,.225,1.9,3.6,.544,.459,1.1,1.4,.739,0.6,1.8,2.4,2.4,1.0,0.1,0.8,1.8,6.6,4745
6027,2017-18,40,sas,nba,sg,5,0,21.4,3.0,7.4,.405,1.2,3.6,.333,1.8,3.8,.474,.486,1.8,2.2,.818,0.2,2.8,3.0,3.2,1.4,0.2,1.4,2.6,9.0,4745
6028,2002-03,25,orl,nba,sf,7,7,31.9,3.7,8.0,.464,0.7,2.1,.333,3.0,5.9,.512,.509,1.3,1.6,.818,0.6,2.6,3.1,1.0,0.3,0.1,1.9,3.9,9.4,4746
6029,2006-07,29,uta,nba,sg,17,3,18.1,2.2,5.4,.418,0.8,1.5,.538,1.4,3.8,.369,.495,0.8,0.9,.875,0.2,1.4,1.6,1.0,0.2,0.1,1.3,2.2,6.1,4746
6030,2007-08,30,pho,nba,sg,5,0,16.0,1.2,3.6,.333,0.2,0.8,.250,1.0,2.8,.357,.361,0.8,0.8,1.000,0.0,1.4,1.4,0.4,0.4,0.0,0.6,0.6,3.4,4746
6031,1978-79,22,atl,nba,sf,9,"",9.0,1.1,3.3,.333,"","","",1.1,3.3,.333,.333,0.3,0.3,1.000,0.8,1.6,2.3,0.3,0.1,0.2,0.6,1.0,2.6,4747
6032,1979-80,23,atl,nba,sf,4,"",9.0,0.8,3.5,.214,0.0,0.0,"",0.8,3.5,.214,.214,0.0,0.0,"",0.3,1.0,1.3,0.8,0.5,0.0,0.8,1.8,1.5,4747
6033,1980-81,25,nyk,nba,pg,2,"",13.0,2.0,3.5,.571,0.0,0.5,.000,2.0,3.0,.667,.571,1.5,1.5,1.000,0.5,1.5,2.0,0.5,0.5,0.0,1.0,0.0,5.5,4751
6034,1981-82,26,atl,nba,sg,2,"",17.5,2.5,3.5,.714,0.0,0.0,"",2.5,3.5,.714,.714,1.0,1.0,1.000,0.0,0.5,0.5,1.0,1.5,0.0,1.0,1.5,6.0,4751
6035,1982-83,27,atl,nba,sg,3,"",22.3,4.0,7.3,.545,0.0,0.0,"",4.0,7.3,.545,.545,1.3,1.3,1.000,0.0,1.7,1.7,1.0,0.7,0.0,1.7,3.3,9.3,4751
6036,1983-84,28,atl,nba,sg,5,"",10.6,1.0,2.8,.357,0.0,0.0,"",1.0,2.8,.357,.357,0.0,0.0,"",0.2,0.8,1.0,1.0,0.4,0.0,0.4,1.8,2.0,4751
6037,1985-86,30,mil,nba,sg,10,0,11.4,1.3,3.6,.361,0.0,0.1,.000,1.3,3.5,.371,.361,1.0,1.2,.833,0.3,0.8,1.1,0.8,0.1,0.0,0.5,0.6,3.6,4751
6038,1971-72,24,bos,nba,pf,3,"",3.3,0.7,2.0,.333,,,,,,,,0.7,0.7,1.000,,,1.0,0.0,,,,0.3,2.0,4754
6039,1981-82,22,njn,nba,c,1,"",10.0,2.0,3.0,.667,0.0,0.0,"",2.0,3.0,.667,.667,1.0,2.0,.500,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,4757
6040,1982-83,23,njn,nba,c,2,"",14.5,3.0,4.5,.667,0.0,0.0,"",3.0,4.5,.667,.667,1.5,2.0,.750,2.0,2.5,4.5,0.5,0.0,2.0,0.5,1.0,7.5,4757
6041,1983-84,24,njn,nba,c,11,"",20.3,2.6,4.5,.580,0.0,0.0,"",2.6,4.5,.580,.580,3.3,4.7,.692,2.0,3.0,5.0,0.5,0.6,1.4,0.8,1.5,8.5,4757
6042,1984-85,25,njn,nba,c,3,0,27.0,6.0,11.0,.545,0.0,0.0,"",6.0,11.0,.545,.545,2.0,2.0,1.000,1.3,5.0,6.3,1.3,1.0,1.7,3.3,1.7,14.0,4757
