id,season,age,tm,lg,pos,g,gs,mp,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,efg%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,player_id
11999,1947-48,25,chs,baa,"",5,"","",3.2,12.4,.258,,,,,,,,3.4,5.2,.654,,,"",1.6,,,,4.2,9.8,7220
12000,1946-47,24,phw,baa,pg,10,"","",4.4,13.9,.317,,,,,,,,2.1,2.6,.808,,,"",0.8,,,,1.5,10.9,7222
12001,1947-48,25,phw,baa,pg,13,"","",3.8,12.2,.314,,,,,,,,2.2,3.5,.644,,,"",0.8,,,,2.5,9.9,7222
12002,1948-49,26,phw,baa,pg,2,"","",1.5,11.0,.136,,,,,,,,3.0,4.0,.750,,,"",2.0,,,,3.0,6.0,7222
12003,1949-50,27,phw,nba,pg,2,"","",3.0,8.0,.375,,,,,,,,1.0,2.0,.500,,,"",1.5,,,,1.0,7.0,7222
12004,1950-51,28,phw,nba,pg,2,"","",2.0,11.0,.182,,,,,,,,3.5,4.5,.778,,,3.5,7.5,,,,3.0,7.5,7222
12005,1951-52,29,phw,nba,pg,3,"",40.0,6.0,11.0,.545,,,,,,,,2.3,3.7,.636,,,4.0,3.7,,,,3.0,14.3,7222
12006,2013-14,24,was,nba,c,4,0,1.5,0.0,0.8,.000,0.0,0.0,"",0.0,0.8,.000,.000,0.0,0.0,"",0.3,0.3,0.5,0.0,0.0,0.0,0.3,0.3,0.0,7224
12007,2014-15,25,was,nba,c,6,0,12.0,2.5,5.2,.484,0.0,0.0,"",2.5,5.2,.484,.484,0.5,1.0,.500,0.5,2.7,3.2,0.3,0.3,0.2,0.7,1.7,5.5,7224
12008,2016-17,27,ind,nba,pf,4,0,14.8,3.0,6.5,.462,0.0,0.0,"",3.0,6.5,.462,.462,1.3,1.8,.714,2.0,1.5,3.5,1.0,0.0,0.5,1.0,2.5,7.3,7224
12009,2001-02,25,sea,nba,sf,4,0,15.0,0.8,2.0,.375,0.0,0.0,"",0.8,2.0,.375,.375,0.3,0.3,1.000,0.5,3.0,3.5,1.0,0.0,1.0,0.5,2.0,1.8,7225
12010,2011-12,25,lal,nba,pg,12,12,31.7,3.6,9.5,.377,0.3,2.1,.160,3.3,7.4,.438,.395,2.2,2.9,.743,0.3,2.8,3.0,3.6,0.3,0.1,1.8,2.3,9.7,7226
12011,2014-15,28,was,nba,pg,10,3,21.8,2.6,7.0,.371,1.0,2.5,.400,1.6,4.5,.356,.443,1.3,1.9,.684,0.2,2.2,2.4,2.3,0.4,0.1,1.0,1.4,7.5,7226
12012,1949-50,22,syr,nba,"",11,"","",2.5,8.5,.290,,,,,,,,2.2,2.5,.857,,,"",3.1,,,,2.9,7.1,7230
12013,1950-51,23,syr,nba,"",7,"","",1.4,6.9,.208,,,,,,,,2.0,3.0,.667,,,3.7,3.6,,,,3.1,4.9,7230
12014,1951-52,24,syr,nba,sg,7,"",38.6,3.6,8.6,.417,,,,,,,,5.0,6.1,.814,,,3.7,3.6,,,,4.7,12.1,7230
12015,1952-53,25,syr,nba,sg,2,"",56.0,4.5,12.0,.375,,,,,,,,9.0,9.5,.947,,,5.0,4.0,,,,5.5,18.0,7230
12016,1953-54,26,syr,nba,sg,13,"",43.0,4.5,11.0,.413,,,,,,,,5.8,7.2,.809,,,2.6,4.6,,,,3.0,14.9,7230
12017,1954-55,27,syr,nba,sg,11,"",37.3,4.2,13.5,.309,,,,,,,,4.1,4.5,.900,,,3.9,6.8,,,,1.9,12.5,7230
12018,1955-56,28,syr,nba,sg,7,"",21.9,2.3,7.9,.291,,,,,,,,2.1,2.9,.750,,,1.6,2.6,,,,1.6,6.7,7230
12019,1956-57,29,syr,nba,pg,5,"",19.6,1.6,7.4,.216,,,,,,,,1.0,1.2,.833,,,2.0,1.6,,,,2.2,4.2,7230
12020,1957-58,30,syr,nba,pg,3,"",16.7,2.7,7.7,.348,,,,,,,,0.7,1.0,.667,,,1.3,1.3,,,,1.7,6.0,7230
12021,1946-47,28,clr,baa,"",3,"","",2.0,7.3,.273,,,,,,,,1.0,1.7,.600,,,"",0.0,,,,2.0,5.0,7231
12022,1949-50,25,ino,nba,"",6,"","",1.2,3.5,.333,,,,,,,,1.2,2.3,.500,,,"",1.2,,,,3.3,3.5,7234
12023,1961-62,22,syr,nba,sf,5,"",34.8,7.0,19.8,.354,,,,,,,,4.8,6.2,.774,,,11.0,1.4,,,,3.4,18.8,7235
12024,1962-63,23,syr,nba,sf,5,"",34.6,11.2,23.4,.479,,,,,,,,4.8,6.0,.800,,,4.6,1.2,,,,3.8,27.2,7235
12025,1963-64,24,phi,nba,sf,3,"",13.3,2.7,7.3,.364,,,,,,,,0.3,0.7,.500,,,1.3,0.7,,,,1.7,5.7,7235
12026,2018-19,21,lac,nba,sg,6,6,29.0,2.2,6.3,.342,1.7,5.2,.323,0.5,1.2,.429,.474,1.7,1.7,1.000,0.2,1.8,2.0,1.7,1.0,0.0,1.2,2.5,7.7,7237
12027,2019-20,22,lac,nba,sg,13,4,18.7,1.8,4.5,.407,1.2,3.2,.357,0.7,1.3,.529,.534,0.4,0.5,.714,0.0,1.7,1.7,1.3,0.5,0.2,1.0,1.4,5.2,7237
12028,2020-21,23,brk,nba,sg,12,0,17.2,1.5,3.4,.439,0.8,2.2,.385,0.7,1.3,.533,.561,0.3,0.4,.800,0.3,1.5,1.8,0.6,0.4,0.1,0.5,1.6,4.2,7237
12029,2021-22,24,pho,nba,sg,12,0,16.0,1.6,4.0,.396,0.8,2.2,.346,0.8,1.8,.455,.490,0.4,0.6,.714,0.3,1.4,1.7,1.3,0.5,0.0,0.6,0.8,4.3,7237
12030,2022-23,25,pho,nba,sg,10,1,18.4,1.7,4.5,.378,1.1,2.9,.379,0.6,1.6,.375,.500,0.3,0.4,.750,0.3,1.4,1.7,1.1,0.2,0.1,0.4,1.5,4.8,7237
12031,1951-52,24,ftw,nba,c,2,"",17.5,4.0,5.5,.727,,,,,,,,1.5,2.5,.600,,,5.0,1.5,,,,4.0,9.5,7241
12032,1952-53,25,ftw,nba,c,8,"",24.8,1.4,3.4,.407,,,,,,,,3.3,4.9,.667,,,6.5,1.5,,,,5.6,6.0,7241
12033,1955-56,28,stl,nba,c,8,"",28.9,4.5,9.1,.493,,,,,,,,3.9,6.0,.646,,,9.1,1.6,,,,5.1,12.9,7241
12034,1956-57,29,stl,nba,c,10,"",16.8,3.1,7.2,.431,,,,,,,,3.0,5.0,.600,,,6.3,0.6,,,,3.9,9.2,7241
12035,1957-58,30,stl,nba,c,11,"",18.1,2.2,5.5,.393,,,,,,,,2.3,3.5,.658,,,6.2,1.0,,,,4.5,6.6,7241
12036,1958-59,31,stl,nba,c,6,"",20.3,1.3,4.5,.296,,,,,,,,1.7,2.3,.714,,,8.7,1.5,,,,2.7,4.3,7241
12037,1959-60,32,mnl,nba,c,9,"",13.7,0.7,1.6,.429,,,,,,,,1.1,1.2,.909,,,3.8,0.6,,,,2.9,2.4,7241
12038,1951-52,25,bos,nba,sg,1,"",27.0,7.0,12.0,.583,,,,,,,,1.0,1.0,1.000,,,3.0,7.0,,,,4.0,15.0,7242
12039,1952-53,26,bos,nba,sg,6,"",33.5,3.3,10.0,.333,,,,,,,,5.0,5.3,.938,,,2.5,2.5,,,,4.3,11.7,7242
12040,1953-54,27,bos,nba,sg,6,"",34.3,5.8,13.5,.432,,,,,,,,7.2,8.3,.860,,,4.2,1.7,,,,4.8,18.8,7242
12041,1954-55,28,bos,nba,sg,7,"",41.4,7.9,15.7,.500,,,,,,,,5.0,5.4,.921,,,5.4,5.4,,,,3.4,20.7,7242
12042,1955-56,29,bos,nba,sg,3,"",39.7,6.0,15.3,.391,,,,,,,,5.3,5.7,.941,,,2.3,4.0,,,,2.3,17.3,7242
12043,1956-57,30,bos,nba,sg,10,"",37.7,7.5,19.7,.381,,,,,,,,6.1,6.4,.953,,,3.5,2.9,,,,2.3,21.1,7242
12044,1957-58,31,bos,nba,sg,11,"",36.9,8.2,20.1,.407,,,,,,,,4.7,5.1,.929,,,4.9,2.3,,,,2.5,21.1,7242
12045,1958-59,32,bos,nba,sg,11,"",29.3,7.5,17.5,.425,,,,,,,,5.2,5.4,.966,,,3.3,2.5,,,,3.2,20.1,7242
12046,1959-60,33,bos,nba,sg,13,"",28.0,6.8,16.1,.421,,,,,,,,3.3,4.1,.811,,,3.5,1.5,,,,1.7,16.8,7242
12047,1960-61,34,bos,nba,sg,10,"",26.1,6.8,13.3,.511,,,,,,,,3.2,3.6,.889,,,2.7,1.7,,,,2.2,16.8,7242
12048,2021-22,20,brk,nba,pf,1,0,0.0,0.0,0.0,"",0.0,0.0,"",0.0,0.0,"","",0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7243
12049,2022-23,21,brk,nba,c,2,0,10.0,1.0,1.5,.667,0.0,0.0,"",1.0,1.5,.667,.667,1.0,1.0,1.000,1.0,2.0,3.0,2.5,0.0,0.5,1.0,1.5,3.0,7243
12050,1988-89,22,bos,nba,sg,3,3,41.3,7.3,14.3,.512,0.0,0.3,.000,7.3,14.0,.524,.512,2.3,3.0,.778,0.7,5.0,5.7,6.3,1.0,0.0,2.0,3.7,17.0,7248
12051,1990-91,24,bos,nba,pg,11,11,28.7,4.3,9.1,.470,0.1,0.3,.333,4.2,8.8,.474,.475,2.4,2.7,.867,0.7,2.7,3.5,4.6,0.9,0.1,2.3,3.1,11.0,7248
12052,1991-92,25,mia,nba,pg,3,3,28.3,4.7,10.0,.467,1.0,1.7,.600,3.7,8.3,.440,.517,1.7,2.7,.625,0.7,3.7,4.3,4.0,0.7,0.0,2.3,4.3,12.0,7248
12053,1993-94,27,mia,nba,sg,5,5,22.4,3.2,8.2,.390,0.0,2.6,.000,3.2,5.6,.571,.390,1.4,2.4,.583,0.6,3.4,4.0,1.8,0.8,0.2,2.6,1.6,7.8,7248
12054,1994-95,28,orl,nba,pg,21,0,16.9,2.3,5.9,.390,1.0,2.7,.386,1.2,3.1,.394,.480,1.0,1.5,.625,0.8,2.1,3.0,3.1,0.5,0.2,1.2,2.3,6.6,7248
12055,1995-96,29,orl,nba,pg,10,0,21.7,1.8,5.2,.346,0.8,2.2,.364,1.0,3.0,.333,.423,0.3,0.4,.750,0.6,1.5,2.1,4.6,0.5,0.0,1.9,2.7,4.7,7248
12056,1996-97,30,orl,nba,pg,5,4,16.4,0.6,3.8,.158,0.4,1.2,.333,0.2,2.6,.077,.211,0.4,0.8,.500,0.2,1.6,1.8,1.6,0.2,0.2,1.6,1.0,2.0,7248
12057,1999-00,33,lal,nba,sg,22,1,18.5,2.0,4.9,.421,0.7,2.2,.333,1.3,2.7,.492,.495,0.6,0.7,.813,0.3,2.0,2.3,3.0,0.5,0.2,0.8,2.1,5.4,7248
12058,2000-01,34,lal,nba,sg,16,0,18.1,1.7,4.5,.375,0.6,1.8,.345,1.1,2.7,.395,.444,0.4,0.6,.667,0.6,2.8,3.4,2.7,0.6,0.1,1.0,2.3,4.4,7248
12059,2001-02,35,lal,nba,pg,19,0,12.5,1.1,3.3,.333,0.5,1.7,.281,0.6,1.6,.387,.405,0.2,0.2,1.000,0.5,1.4,1.8,1.6,0.3,0.3,0.4,0.8,2.9,7248
12060,2002-03,36,lal,nba,pg,12,1,17.9,1.3,4.1,.306,0.5,2.2,.231,0.8,1.9,.391,.367,0.2,0.3,.667,0.1,3.1,3.2,2.0,0.3,0.4,0.8,1.5,3.2,7248
12061,1977-78,22,nyk,nba,pf,6,"",25.2,5.0,9.3,.536,"","","",5.0,9.3,.536,.536,1.0,1.3,.750,3.0,4.3,7.3,2.8,0.3,0.8,2.3,4.8,11.0,7254
12062,1978-79,23,sea,nba,pf,17,"",33.3,5.9,12.3,.483,"","","",5.9,12.3,.483,.483,1.1,1.5,.692,3.6,4.8,8.4,2.0,1.1,1.1,1.8,4.7,12.9,7254
12063,1979-80,24,sea,nba,pf,15,"",31.3,4.9,9.7,.507,0.0,0.1,.000,4.9,9.7,.510,.507,2.1,3.4,.627,2.3,6.0,8.3,1.7,1.5,0.8,2.5,3.6,12.0,7254
12064,1981-82,26,sea,nba,pf,8,"",33.3,5.0,10.6,.471,0.0,0.0,"",5.0,10.6,.471,.471,2.8,4.0,.688,3.0,4.4,7.4,2.0,0.6,0.9,2.5,4.8,12.8,7254
12065,1982-83,27,sea,nba,pf,2,"",26.5,2.0,11.5,.174,0.0,1.5,.000,2.0,10.0,.200,.174,1.0,2.5,.400,6.5,4.0,10.5,2.5,0.5,0.0,1.0,3.5,5.0,7254
12066,1984-85,29,cle,nba,pf,4,0,26.5,4.8,8.5,.559,0.0,0.0,"",4.8,8.5,.559,.559,2.0,2.5,.800,1.5,4.0,5.5,1.0,0.5,0.3,1.5,5.0,11.5,7254
12067,1973-74,24,sda,aba,pg,6,"",25.3,2.8,9.3,.304,1.3,3.8,.348,1.5,5.5,.273,.375,0.5,0.5,1.000,0.3,1.5,1.8,3.5,1.3,0.2,2.3,1.8,7.5,7256
12068,1974-75,25,mms,aba,pg,5,"",15.0,2.0,6.0,.333,0.6,3.2,.188,1.4,2.8,.500,.383,1.2,1.2,1.000,0.2,0.8,1.0,2.4,0.6,0.2,1.0,0.6,5.8,7256
12069,1998-99,24,atl,nba,sg,4,0,3.0,0.0,0.8,.000,0.0,0.0,"",0.0,0.8,.000,.000,0.0,0.0,"",0.5,0.0,0.5,0.5,0.3,0.0,0.0,0.0,0.0,7257
12070,1981-82,22,njn,nba,"",2,"",4.0,0.0,0.5,.000,0.0,0.0,"",0.0,0.5,.000,.000,0.0,0.0,"",0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,7259
12071,1982-83,23,nyk,nba,pg,4,"",3.8,0.3,1.0,.250,0.0,0.0,"",0.3,1.0,.250,.250,0.0,0.0,"",0.0,0.3,0.3,0.8,0.8,0.0,0.3,0.5,0.5,7259
12072,1986-87,29,gsw,nba,sf,10,2,25.3,5.7,12.3,.463,0.0,0.2,.000,5.7,12.1,.471,.463,3.2,3.6,.889,1.2,2.1,3.3,2.7,1.2,0.2,2.1,3.4,14.6,7263
12073,1987-88,30,hou,nba,sg,4,0,17.8,1.8,6.5,.269,0.0,0.3,.000,1.8,6.3,.280,.269,2.0,2.0,1.000,1.0,1.3,2.3,0.3,0.3,0.0,1.0,2.0,5.5,7263
12074,1988-89,31,hou,nba,sf,4,0,9.3,2.0,5.3,.381,0.0,0.5,.000,2.0,4.8,.421,.381,0.8,1.3,.600,1.5,0.8,2.3,0.3,0.0,0.0,0.3,1.8,4.8,7263
12075,1954-55,23,nyk,nba,pg,3,"",16.3,2.7,5.7,.471,,,,,,,,2.0,2.3,.857,,,4.0,1.3,,,,1.7,7.3,7266
12076,1956-57,25,ftw,nba,pg,2,"",39.5,7.0,13.5,.519,,,,,,,,2.0,2.0,1.000,,,3.5,4.0,,,,1.5,16.0,7266
12077,1957-58,26,det,nba,sg,7,"",40.1,6.4,17.6,.366,,,,,,,,5.7,6.1,.930,,,6.6,4.7,,,,2.1,18.6,7266
12078,1958-59,27,det,nba,pg,3,"",39.3,9.3,20.0,.467,,,,,,,,9.0,11.0,.818,,,4.7,3.3,,,,2.3,27.7,7266
12079,1959-60,28,det,nba,pg,2,"",44.5,7.5,19.0,.395,,,,,,,,9.0,10.0,.900,,,6.0,3.0,,,,2.5,24.0,7266
12080,1960-61,29,det,nba,pg,5,"",37.2,7.0,14.4,.486,,,,,,,,4.6,5.8,.793,,,2.4,4.4,,,,2.2,18.6,7266
12081,1961-62,30,det,nba,pg,10,"",36.9,6.2,15.1,.411,,,,,,,,3.7,4.8,.771,,,3.0,4.9,,,,2.9,16.1,7266
12082,1975-76,23,buf,nba,pf,9,"",40.2,6.0,10.2,.587,"","","",6.0,10.2,.587,.587,2.1,4.2,.500,2.8,5.8,8.6,2.8,1.0,1.4,"",3.2,14.1,7267
12083,1979-80,27,sas,nba,pf,3,"",26.0,3.0,6.7,.450,0.0,0.0,"",3.0,6.7,.450,.450,1.0,1.0,1.000,2.3,2.0,4.3,1.7,1.3,1.3,1.7,3.0,7.0,7267
12084,2011-12,21,nyk,nba,pg,1,1,19.0,0.0,2.0,.000,0.0,1.0,.000,0.0,1.0,.000,.000,0.0,0.0,"",0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,7268
12085,2012-13,22,nyk,nba,sg,12,12,28.1,3.4,8.3,.410,1.5,3.5,.429,1.9,4.8,.397,.500,1.0,1.2,.857,1.5,4.5,6.0,1.3,1.1,0.3,1.2,3.0,9.3,7268
12086,2014-15,24,cle,nba,sg,20,16,34.8,3.0,8.2,.360,1.7,4.7,.355,1.3,3.6,.366,.460,1.5,2.0,.750,1.2,3.8,4.9,1.2,1.3,0.8,0.7,2.5,9.1,7268
12087,2015-16,25,cle,nba,sg,21,0,17.5,1.2,2.9,.417,0.6,1.6,.382,0.6,1.2,.462,.525,0.3,0.5,.636,0.5,1.8,2.2,0.8,0.5,0.1,0.6,1.7,3.3,7268
12088,2016-17,26,cle,nba,sg,17,0,16.2,1.5,3.5,.417,0.6,1.5,.385,0.9,2.0,.441,.500,0.8,1.0,.824,0.4,2.4,2.8,0.9,0.6,0.2,0.4,1.9,4.4,7268
12089,2018-19,28,hou,nba,sg,8,0,13.6,1.3,3.3,.385,1.0,2.8,.364,0.3,0.5,.500,.538,0.1,0.5,.250,0.1,1.4,1.5,0.3,0.1,0.0,0.4,1.3,3.6,7268
12090,2016-17,22,tor,nba,pf,2,0,5.0,0.0,1.0,.000,0.0,0.0,"",0.0,1.0,.000,.000,0.0,0.0,"",1.0,0.5,1.5,0.5,0.5,0.0,0.0,0.5,0.0,7270
12091,2017-18,23,tor,nba,pf,10,0,17.9,2.5,4.1,.610,0.3,0.4,.750,2.2,3.7,.595,.646,1.3,2.0,.650,0.9,2.7,3.6,0.8,0.1,0.6,0.7,2.7,6.6,7270
12092,2018-19,24,tor,nba,pf,24,24,37.1,7.5,16.0,.470,1.2,4.3,.279,6.3,11.6,.541,.508,2.8,3.6,.759,1.7,5.5,7.1,2.8,1.0,0.7,1.4,2.8,19.0,7270
12093,2019-20,25,tor,nba,pf,11,11,38.0,6.5,16.5,.396,0.9,4.8,.189,5.6,11.7,.481,.423,3.0,4.2,.717,1.3,6.3,7.5,3.8,1.1,0.4,2.0,3.0,17.0,7270
12094,2021-22,27,tor,nba,pf,6,6,43.3,8.5,17.8,.477,0.7,2.8,.235,7.8,15.0,.522,.495,5.2,6.0,.861,1.3,5.8,7.2,5.8,1.2,1.0,2.2,4.0,22.8,7270
12095,1980-81,24,ind,nba,pg,1,"",1.0,0.0,0.0,"",0.0,0.0,"",0.0,0.0,"","",0.0,0.0,"",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7274
12096,1985-86,29,bos,nba,pg,18,0,15.2,1.5,3.4,.443,0.0,0.1,.000,1.5,3.3,.450,.443,0.2,0.4,.429,0.3,0.6,0.9,2.2,0.3,0.0,0.4,1.0,3.2,7274
12097,1986-87,30,bos,nba,pg,23,4,14.7,1.5,3.6,.427,0.0,0.3,.167,1.5,3.3,.447,.433,0.3,0.4,.800,0.2,0.7,0.9,1.4,0.4,0.0,0.4,1.6,3.4,7274
12098,1987-88,31,por,nba,pg,4,0,7.8,0.5,1.8,.286,0.0,0.0,"",0.5,1.8,.286,.286,0.0,0.0,"",0.3,0.3,0.5,1.3,0.3,0.0,0.0,1.0,1.0,7274
12099,1988-89,32,por,nba,pg,1,0,11.0,0.0,3.0,.000,0.0,0.0,"",0.0,3.0,.000,.000,0.0,0.0,"",0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7274
12100,1968-69,22,mmf,aba,pf,12,"",28.3,5.0,9.8,.513,0.0,0.0,"",5.0,9.8,.513,.513,3.6,5.0,.717,"","",8.3,1.3,,"",1.9,2.9,13.6,7275
12101,1970-71,24,ina,aba,pf,8,"",11.0,1.0,3.0,.333,0.0,0.1,.000,1.0,2.9,.348,.333,1.3,2.0,.625,1.6,1.1,2.8,0.5,,"",0.3,1.1,3.3,7275
12102,1963-64,24,bos,nba,sg,4,"",6.0,0.5,1.5,.333,,,,,,,,0.8,1.5,.500,,,1.0,0.3,,,,1.0,1.8,7276
12103,1964-65,25,bos,nba,sg,12,"",13.6,2.5,6.6,.380,,,,,,,,2.0,2.3,.857,,,2.1,1.8,,,,2.1,7.0,7276
12104,1965-66,26,bos,nba,pg,17,"",26.6,4.8,11.4,.420,,,,,,,,3.6,4.4,.827,,,2.5,2.4,,,,3.1,13.2,7276
12105,1966-67,27,bos,nba,pg,9,"",28.9,4.2,11.3,.373,,,,,,,,3.9,4.8,.814,,,4.4,4.9,,,,3.7,12.3,7276
12106,1967-68,28,bos,nba,pg,19,"",28.2,4.1,10.6,.388,,,,,,,,4.1,4.5,.906,,,2.6,2.9,,,,3.9,12.3,7276
12107,1968-69,29,bos,nba,pg,18,"",21.8,4.0,9.6,.419,,,,,,,,3.1,3.9,.786,,,2.1,2.6,,,,3.3,11.1,7276
12108,1977-78,22,sea,nba,pf,22,"",31.9,5.2,11.2,.466,"","","",5.2,11.2,.466,.466,3.2,4.1,.780,2.3,5.8,8.1,1.2,0.8,0.5,1.6,4.6,13.7,7278
12109,1978-79,23,sea,nba,c,17,"",38.5,6.0,13.2,.455,"","","",6.0,13.2,.455,.455,2.8,3.6,.787,2.3,9.4,11.7,2.5,0.9,1.4,2.4,4.1,14.8,7278
12110,1979-80,24,sea,nba,c,15,"",35.6,4.3,10.9,.399,0.0,0.1,.000,4.3,10.7,.404,.399,3.1,3.6,.852,2.0,6.4,8.4,3.7,1.1,0.3,2.3,3.7,11.7,7278
12111,1981-82,26,sea,nba,c,8,"",39.4,7.1,16.0,.445,0.0,0.0,"",7.1,16.0,.445,.445,6.3,7.3,.862,2.6,9.5,12.1,3.0,1.1,1.0,2.0,4.3,20.5,7278
12112,1982-83,27,sea,nba,c,2,"",37.5,5.5,15.5,.355,0.0,0.5,.000,5.5,15.0,.367,.355,4.0,6.0,.667,3.0,10.0,13.0,5.5,1.0,1.0,2.5,3.5,15.0,7278
12113,1983-84,28,sea,nba,c,5,"",38.6,9.8,19.6,.500,0.0,0.2,.000,9.8,19.4,.505,.500,2.4,2.8,.857,2.2,8.0,10.2,1.0,0.6,1.4,1.8,4.4,22.0,7278
13163,1949-50,26,tri,nba,"",3,"","",2.3,10.3,.226,,,,,,,,1.7,3.3,.500,,,"",3.0,,,,5.7,6.3,7777
12114,1986-87,31,mil,nba,c,12,12,35.5,6.1,12.5,.487,0.0,0.1,.000,6.1,12.4,.490,.487,4.0,4.1,.980,2.8,8.1,10.8,1.9,1.3,0.8,1.5,4.7,16.2,7278
12115,1987-88,32,mil,nba,pf,5,5,38.0,7.0,15.2,.461,0.0,0.6,.000,7.0,14.6,.479,.461,5.0,6.0,.833,4.8,7.6,12.4,2.6,0.4,0.8,3.0,4.6,19.0,7278
12116,1988-89,33,mil,nba,c,9,9,33.4,4.1,10.4,.394,0.9,3.1,.286,3.2,7.3,.439,.436,2.6,3.1,.821,1.0,4.6,5.6,3.3,0.9,0.4,2.3,4.6,11.7,7278
12117,1989-90,34,mil,nba,c,4,4,29.3,1.5,5.8,.261,0.5,1.8,.286,1.0,4.0,.250,.304,1.5,2.0,.750,0.0,3.5,3.5,1.8,0.5,1.0,3.0,4.8,5.0,7278
12118,1990-91,35,mil,nba,c,3,0,17.0,2.0,5.0,.400,0.3,0.7,.500,1.7,4.3,.385,.433,0.3,0.7,.500,1.0,3.0,4.0,2.0,1.7,0.3,1.0,1.3,4.7,7278
12119,1973-74,24,saa,aba,pg,7,"",42.0,7.0,15.0,.467,0.0,0.1,.000,7.0,14.9,.471,.467,3.7,5.4,.684,1.1,4.3,5.4,4.6,2.0,0.1,3.0,2.1,17.7,7279
12120,1974-75,25,saa,aba,pg,6,"",45.2,6.8,14.5,.471,0.0,0.0,"",6.8,14.5,.471,.471,5.2,6.7,.775,1.0,2.0,3.0,10.0,1.5,0.2,2.7,4.5,18.8,7279
12121,1975-76,26,saa,aba,pg,1,"",26.0,3.0,10.0,.300,0.0,0.0,"",3.0,10.0,.300,.300,4.0,4.0,1.000,2.0,2.0,4.0,0.0,1.0,0.0,2.0,3.0,10.0,7279
12122,1977-78,28,sas,nba,pg,3,"",6.3,1.0,3.3,.300,"","","",1.0,3.3,.300,.300,0.3,0.7,.500,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.3,2.3,7279
12123,1978-79,29,sas,nba,pg,14,"",33.9,7.3,15.4,.474,"","","",7.3,15.4,.474,.474,4.5,5.7,.788,0.9,2.1,3.0,4.7,1.5,0.1,2.6,2.8,19.1,7279
12124,1979-80,30,sas,nba,pg,3,"",30.0,5.3,12.0,.444,0.0,0.0,"",5.3,12.0,.444,.444,3.7,3.7,1.000,0.3,2.0,2.3,3.0,2.0,0.3,1.7,2.7,14.3,7279
12125,1980-81,31,sas,nba,pg,7,"",23.0,3.9,9.9,.391,0.0,0.0,"",3.9,9.9,.391,.391,3.7,4.6,.813,0.7,1.4,2.1,2.7,0.6,0.0,2.6,1.3,11.4,7279
12126,1964-65,21,stl,nba,pf,4,"",10.5,1.0,2.5,.400,"","","",1.0,2.5,.400,.400,0.8,1.0,.750,"","",4.5,0.3,"","","",1.5,2.8,7280
12127,1965-66,22,stl,nba,pf,7,"",11.4,0.7,2.6,.278,"","","",0.7,2.6,.278,.278,1.1,1.6,.727,"","",4.9,0.3,"","","",1.6,2.6,7280
12128,1966-67,23,stl,nba,pf,8,"",15.3,1.1,4.5,.250,"","","",1.1,4.5,.250,.250,1.4,2.3,.611,"","",6.5,0.8,"","","",2.1,3.6,7280
12129,1967-68,24,stl,nba,pf,6,"",29.7,3.7,8.5,.431,"","","",3.7,8.5,.431,.431,4.5,6.3,.711,"","",9.5,3.5,"","","",2.8,11.8,7280
12130,1968-69,25,atl,nba,pf,11,"",23.5,1.9,5.3,.362,"","","",1.9,5.3,.362,.362,1.7,3.4,.514,"","",8.4,1.9,"","","",2.9,5.5,7280
12131,1969-70,26,pho,nba,pf,7,"",40.9,6.6,15.6,.422,"","","",6.6,15.6,.422,.422,3.0,4.6,.656,"","",15.9,4.3,"","","",4.1,16.1,7280
12132,1972-73,29,bos,nba,pf,13,"",39.4,3.6,9.2,.392,"","","",3.6,9.2,.392,.392,2.4,3.8,.620,"","",15.1,3.0,"","","",3.0,9.6,7280
12133,1973-74,30,bos,nba,pf,18,"",31.9,2.8,7.0,.397,"","","",2.8,7.0,.397,.397,2.4,2.9,.830,2.9,7.7,10.6,2.6,0.7,0.5,"",2.8,8.0,7280
12134,1974-75,31,bos,nba,pf,11,"",36.8,3.8,8.4,.457,"","","",3.8,8.4,.457,.457,1.5,2.3,.640,4.2,7.6,11.8,3.6,1.1,0.2,"",4.1,9.1,7280
12135,1975-76,32,bos,nba,pf,18,"",41.2,3.8,8.6,.448,"","","",3.8,8.6,.448,.448,3.1,3.8,.812,4.3,9.3,13.7,2.3,1.3,0.3,"",3.7,10.8,7280
12136,1976-77,33,den,nba,pf,6,"",23.5,2.3,5.5,.424,"","","",2.3,5.5,.424,.424,2.2,4.0,.542,2.7,4.0,6.7,2.7,0.3,0.7,"",3.8,6.8,7280
12137,1977-78,34,sea,nba,pf,22,"",27.5,1.5,4.3,.351,"","","",1.5,4.3,.351,.351,1.9,2.7,.683,3.3,5.2,8.5,1.6,0.5,0.3,1.4,2.7,4.9,7280
12138,1978-79,35,sea,nba,pf,17,"",24.6,1.2,3.2,.389,"","","",1.2,3.2,.389,.389,1.8,2.7,.674,2.4,3.4,5.8,1.1,0.5,0.3,2.0,2.6,4.3,7280
